cell,date,dBET1,CC-90009,photometry,viability
MOLM-13,2025-01-11,27000.0,243000.0,0.011249999999999996,0.019404915912031043
MOLM-13,2025-01-11,9000.0,243000.0,0.012749999999999997,0.021992238033635182
MOLM-13,2025-01-11,3000.0,243000.0,0.024750000000000008,0.04269081500646832
MOLM-13,2025-01-11,1000.0,243000.0,0.03374999999999999,0.05821474773609313
MOLM-13,2025-01-11,333.3333333333333,243000.0,0.04375,0.07546356188012074
MOLM-13,2025-01-11,111.11111111111111,243000.0,0.04725,0.0815006468305304
MOLM-13,2025-01-11,37.03703703703704,243000.0,0.03924999999999999,0.06770159551530831
MOLM-13,2025-01-11,12.345679012345679,243000.0,0.03724999999999999,0.0642518326865028
MOLM-13,2025-01-11,0.0,243000.0,0.04775,0.08236308753773178
MOLM-13,2025-01-11,27000.0,27000.0,0.009749999999999995,0.0168175937904269
MOLM-13,2025-01-11,9000.0,27000.0,0.03524999999999999,0.06080206985769727
MOLM-13,2025-01-11,3000.0,27000.0,0.09924999999999999,0.1711944803794739
MOLM-13,2025-01-11,1000.0,27000.0,0.09224999999999998,0.15912031047865458
MOLM-13,2025-01-11,333.3333333333333,27000.0,0.09474999999999999,0.16343251401466147
MOLM-13,2025-01-11,111.11111111111111,27000.0,0.07475,0.1289348857266063
MOLM-13,2025-01-11,37.03703703703704,27000.0,0.08325,0.14359637774902975
MOLM-13,2025-01-11,12.345679012345679,27000.0,0.10074999999999999,0.17378180250107805
MOLM-13,2025-01-11,0.0,27000.0,0.09024999999999998,0.15567054764984906
MOLM-13,2025-01-11,27000.0,3000.0,0.019250000000000003,0.033203967227253134
MOLM-13,2025-01-11,9000.0,3000.0,0.01725,0.02975420439844761
MOLM-13,2025-01-11,3000.0,3000.0,0.17024999999999996,0.2936610608020698
MOLM-13,2025-01-11,1000.0,3000.0,0.37174999999999997,0.6412246658042259
MOLM-13,2025-01-11,333.3333333333333,3000.0,0.37124999999999997,0.6403622250970246
MOLM-13,2025-01-11,111.11111111111111,3000.0,0.23574999999999996,0.40664079344545057
MOLM-13,2025-01-11,37.03703703703704,3000.0,0.26225,0.4523501509271237
MOLM-13,2025-01-11,12.345679012345679,3000.0,0.31325,0.5403191030616645
MOLM-13,2025-01-11,0.0,3000.0,0.29374999999999996,0.5066839154808106
MOLM-13,2025-01-11,27000.0,333.3333333333333,0.03524999999999999,0.06080206985769727
MOLM-13,2025-01-11,9000.0,333.3333333333333,0.01725,0.02975420439844761
MOLM-13,2025-01-11,3000.0,333.3333333333333,0.05774999999999998,0.09961190168175935
MOLM-13,2025-01-11,1000.0,333.3333333333333,0.35474999999999995,0.611901681759379
MOLM-13,2025-01-11,333.3333333333333,333.3333333333333,0.5887499999999999,1.0155239327296246
MOLM-13,2025-01-11,111.11111111111111,333.3333333333333,0.66125,1.140577835273825
MOLM-13,2025-01-11,37.03703703703704,333.3333333333333,0.5852499999999999,1.0094868477792152
MOLM-13,2025-01-11,12.345679012345679,333.3333333333333,0.64775,1.1172919361793878
MOLM-13,2025-01-11,0.0,333.3333333333333,0.6127499999999999,1.056921086675291
MOLM-13,2025-01-11,27000.0,37.03703703703704,0.03574999999999999,0.06166451056489865
MOLM-13,2025-01-11,9000.0,37.03703703703704,0.019250000000000003,0.033203967227253134
MOLM-13,2025-01-11,3000.0,37.03703703703704,0.042749999999999996,0.07373868046571798
MOLM-13,2025-01-11,1000.0,37.03703703703704,0.20625,0.3557567917205692
MOLM-13,2025-01-11,333.3333333333333,37.03703703703704,0.62925,1.0853816300129366
MOLM-13,2025-01-11,111.11111111111111,37.03703703703704,0.63125,1.0888313928417421
MOLM-13,2025-01-11,37.03703703703704,37.03703703703704,0.62025,1.0698576972833118
MOLM-13,2025-01-11,12.345679012345679,37.03703703703704,0.65325,1.1267787839586028
MOLM-13,2025-01-11,0.0,37.03703703703704,0.6757500000000001,1.1655886157826651
MOLM-13,2025-01-11,27000.0,0.0,0.03474999999999999,0.05993962915049589
MOLM-13,2025-01-11,9000.0,0.0,0.014249999999999999,0.024579560155239325
MOLM-13,2025-01-11,3000.0,0.0,0.03724999999999999,0.0642518326865028
MOLM-13,2025-01-11,1000.0,0.0,0.17524999999999996,0.3022854678740836
MOLM-13,2025-01-11,333.3333333333333,0.0,0.62625,1.0802069857697283
MOLM-13,2025-01-11,111.11111111111111,0.0,0.5647500000000001,0.9741267787839588
MOLM-13,2025-01-11,37.03703703703704,0.0,0.54925,0.9473911168607159
MOLM-13,2025-01-11,12.345679012345679,0.0,0.62325,1.07503234152652
MOLM-13,2025-01-11,0.0,0.0,0.57975,1.0
