photometry,cell,date,JQ-1,CC-90009,viability
0.12858333333333333,Karpas299,20250120,1000.0,1000.0,0.1309291472210437
0.21758333333333335,Karpas299,20250120,250.0,1000.0,0.22155282138311416
0.35408333333333336,Karpas299,20250120,62.5,1000.0,0.36054306321595253
0.39258333333333334,Karpas299,20250120,15.625,1000.0,0.3997454391175223
0.23008333333333336,Karpas299,20250120,0.0,1000.0,0.23428086550700045
0.00658333333333333,Karpas299,20250120,256000.0,1000.0,0.006703436571913446
0.01908333333333334,Karpas299,20250120,64000.0,1000.0,0.019431480695799752
0.053583333333333344,Karpas299,20250120,16000.0,1000.0,0.05456088247772593
0.08258333333333334,Karpas299,20250120,4000.0,1000.0,0.08408994484514214
0.11858333333333335,Karpas299,20250120,1000.0,1000.0,0.12074671192193467
0.20758333333333334,Karpas299,20250120,250.0,1000.0,0.2113703860840051
0.3590833333333333,Karpas299,20250120,62.5,1000.0,0.365634280865507
0.3910833333333333,Karpas299,20250120,15.625,1000.0,0.3982180738226559
0.2340833333333333,Karpas299,20250120,0.0,1000.0,0.23835383962664403
0.005583333333333343,Karpas299,20250120,256000.0,1000.0,0.005685193042002556
0.01958333333333334,Karpas299,20250120,64000.0,1000.0,0.019940602460755207
0.054583333333333345,Karpas299,20250120,16000.0,1000.0,0.05557912600763684
0.08358333333333334,Karpas299,20250120,4000.0,1000.0,0.08510818837505305
0.12108333333333335,Karpas299,20250120,1000.0,1000.0,0.12329232074671194
0.22358333333333336,Karpas299,20250120,250.0,1000.0,0.2276622825625796
0.3595833333333333,Karpas299,20250120,62.5,1000.0,0.3661434026304624
0.41658333333333336,Karpas299,20250120,15.625,1000.0,0.424183283835384
0.20558333333333334,Karpas299,20250120,0.0,1000.0,0.20933389902418328
0.005583333333333343,Karpas299,20250120,256000.0,250.0,0.005685193042002556
0.022583333333333344,Karpas299,20250120,64000.0,250.0,0.02299533305048792
0.07358333333333333,Karpas299,20250120,16000.0,250.0,0.074925753075944
0.11808333333333335,Karpas299,20250120,4000.0,250.0,0.12023759015697923
0.1735833333333333,Karpas299,20250120,1000.0,250.0,0.17675010606703434
0.3135833333333333,Karpas299,20250120,250.0,250.0,0.31930420025456085
0.45308333333333334,Karpas299,20250120,62.5,250.0,0.461349172677132
0.5155833333333333,Karpas299,20250120,15.625,250.0,0.5249893932965634
0.4180833333333334,Karpas299,20250120,0.0,250.0,0.4257106491302504
0.00658333333333333,Karpas299,20250120,256000.0,250.0,0.006703436571913446
0.024583333333333346,Karpas299,20250120,64000.0,250.0,0.02503182011030973
0.08108333333333334,Karpas299,20250120,16000.0,250.0,0.08256257955027578
0.13258333333333333,Karpas299,20250120,4000.0,250.0,0.13500212134068731
0.18008333333333332,Karpas299,20250120,1000.0,250.0,0.18336868901145523
0.32358333333333333,Karpas299,20250120,250.0,250.0,0.3294866355536699
0.45408333333333323,Karpas299,20250120,62.5,250.0,0.46236741620704275
0.5465833333333334,Karpas299,20250120,15.625,250.0,0.5565549427238016
0.48608333333333326,Karpas299,20250120,0.0,250.0,0.4949512091641917
0.005583333333333343,Karpas299,20250120,256000.0,250.0,0.005685193042002556
0.023583333333333345,Karpas299,20250120,64000.0,250.0,0.024013576580398825
0.08558333333333334,Karpas299,20250120,16000.0,250.0,0.08714467543487485
0.13408333333333333,Karpas299,20250120,4000.0,250.0,0.13652948663555367
0.18958333333333333,Karpas299,20250120,1000.0,250.0,0.19304200254560883
0.3580833333333333,Karpas299,20250120,250.0,250.0,0.36461603733559605
0.5400833333333332,Karpas299,20250120,62.5,250.0,0.5499363597793805
0.5595833333333333,Karpas299,20250120,15.625,250.0,0.5697921086126432
0.5785833333333332,Karpas299,20250120,0.0,250.0,0.5891387356809503
0.007583333333333331,Karpas299,20250120,256000.0,62.5,0.007721680101824351
