,27000,9000,3000,1000,333.3333,111.1111,37.037,12.3457,0
27000,4.716666667,4.6,5.466666667,6.033333333,5.85,5.6,5.983333333,6.016666667,5.616666667
3000,4.25,5.466666667,9.05,8.433333333,9.483333333,7.766666667,7.883333333,7.683333333,8.766666667
333.3333,4.833333333,4.833333333,14.55,35.15,33.38333333,28.61666667,24.58333333,25.75,24.68333333
37.037,4.866666667,4.316666667,7.233333333,53.46666667,88.93333333,90.93333333,100,100,100
4.1152,5.5,4.75,6.5,37.43333333,96.63333333,100,100,92.78333333,86.96666667
0,5.55,4.883333333,6.4,31.53333333,89.7,100,100,100,100
