,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
97,GO_Biological_Process_2025,- Reg of Mt Outer Membrane Permeabilization Inv in Apoptotic Sgnlng Pway (GO:1901029),1/11,0.0303797035423347,0.1384019803538902,0,0,36.24363636363636,126.63456015986765,BCL2L1
98,GO_Biological_Process_2025,Negative Regulation of Potassium Ion Transport (GO:0043267),1/11,0.0303797035423347,0.1384019803538902,0,0,36.24363636363636,126.63456015986765,PTK2B
99,GO_Biological_Process_2025,Amino Sugar Biosynthetic Process (GO:0046349),1/11,0.0303797035423347,0.1384019803538902,0,0,36.24363636363636,126.63456015986765,NANS
100,GO_Biological_Process_2025,Regulation of Sequestering of Calcium Ion (GO:0051282),1/11,0.0303797035423347,0.1384019803538902,0,0,36.24363636363636,126.63456015986765,PTK2B
101,GO_Biological_Process_2025,Pentose-Phosphate Shunt (GO:0006098),1/11,0.0303797035423347,0.1384019803538902,0,0,36.24363636363636,126.63456015986765,TKT
102,GO_Biological_Process_2025,Carnitine Metabolic Process (GO:0009437),1/11,0.0303797035423347,0.1384019803538902,0,0,36.24363636363636,126.63456015986765,SHMT1
103,GO_Biological_Process_2025,Mast Cell Mediated Immunity (GO:0002448),1/11,0.0303797035423347,0.1384019803538902,0,0,36.24363636363636,126.63456015986765,SERPINB9
104,GO_Biological_Process_2025,Purine Ribonucleoside Monophosphate Biosynthetic Process (GO:0009168),1/11,0.0303797035423347,0.1384019803538902,0,0,36.24363636363636,126.63456015986765,PAICS
105,GO_Biological_Process_2025,Negative Regulation of calcineurin-NFAT Signaling Cascade (GO:0070885),1/11,0.0303797035423347,0.1384019803538902,0,0,36.24363636363636,126.63456015986765,FHL2
106,GO_Biological_Process_2025,Negative Regulation of Calcineurin-Mediated Signaling (GO:0106057),1/11,0.0303797035423347,0.1384019803538902,0,0,36.24363636363636,126.63456015986765,FHL2
107,GO_Biological_Process_2025,Positive Regulation of Supramolecular Fiber Organization (GO:1902905),2/98,0.030834748263557,0.1384019803538902,0,0,7.657407407407407,26.64098592201592,NCK2;PTK2B
108,GO_Biological_Process_2025,Positive Regulation of Neuron Projection Development (GO:0010976),2/99,0.0314149181168308,0.1384019803538902,0,0,7.578083237877053,26.223747886770177,PTK2B;DBN1
109,GO_Biological_Process_2025,Regulation of Protein Secretion (GO:0050708),2/99,0.0314149181168308,0.1384019803538902,0,0,7.578083237877053,26.223747886770177,HADH;CD2AP
110,GO_Biological_Process_2025,Negative Regulation of Microtubule Polymerization (GO:0031115),1/12,0.0330961257367998,0.1384019803538902,0,0,32.94710743801653,112.2949128878184,STMN1
111,GO_Biological_Process_2025,Negative Regulation of Mitochondrial Membrane Permeability (GO:0035795),1/12,0.0330961257367998,0.1384019803538902,0,0,32.94710743801653,112.2949128878184,BCL2L1
112,GO_Biological_Process_2025,NADPH Regeneration (GO:0006740),1/12,0.0330961257367998,0.1384019803538902,0,0,32.94710743801653,112.2949128878184,TKT
113,GO_Biological_Process_2025,Glycerolipid Metabolic Process (GO:0046486),1/12,0.0330961257367998,0.1384019803538902,0,0,32.94710743801653,112.2949128878184,PGP
114,GO_Biological_Process_2025,Negative Regulation of Vascular Permeability (GO:0043116),1/12,0.0330961257367998,0.1384019803538902,0,0,32.94710743801653,112.2949128878184,CLDN5
115,GO_Biological_Process_2025,Post-Translational Protein Targeting to Endoplasmic Reticulum Membrane (GO:0006620),1/12,0.0330961257367998,0.1384019803538902,0,0,32.94710743801653,112.2949128878184,SGTA
116,GO_Biological_Process_2025,Peptidyl-Tyrosine Autophosphorylation (GO:0038083),1/12,0.0330961257367998,0.1384019803538902,0,0,32.94710743801653,112.2949128878184,PTK2B
117,GO_Biological_Process_2025,Proteinogenic Amino Acid Metabolic Process (GO:0170039),1/12,0.0330961257367998,0.1384019803538902,0,0,32.94710743801653,112.2949128878184,SHMT1
