,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
25,KEGG_2021_Human,Porphyrin and chlorophyll metabolism,1/43,0.1136961552035784,0.388861658722934,0,0,8.615584415584415,18.73222500578713,BLVRA
26,KEGG_2021_Human,Lipid and atherosclerosis,2/215,0.1216540910389704,0.388861658722934,0,0,3.4308815858111634,7.227404507294628,BID;BCL2L1
27,KEGG_2021_Human,Amino sugar and nucleotide sugar metabolism,1/48,0.1260627669259398,0.388861658722934,0,0,7.697098646034816,15.940501530593654,NANS
28,KEGG_2021_Human,"Valine, leucine and isoleucine degradation",1/48,0.1260627669259398,0.388861658722934,0,0,7.697098646034816,15.940501530593654,HADH
29,KEGG_2021_Human,Vibrio cholerae infection,1/50,0.1309618198144747,0.388861658722934,0,0,7.382189239332097,15.00687933540933,PDIA4
30,KEGG_2021_Human,Cysteine and methionine metabolism,1/50,0.1309618198144747,0.388861658722934,0,0,7.382189239332097,15.00687933540933,AHCY
31,KEGG_2021_Human,Human cytomegalovirus infection,2/225,0.1309849797803567,0.388861658722934,0,0,3.275369539943531,6.657753985928244,PTK2B;BID
32,KEGG_2021_Human,Calcium signaling pathway,2/240,0.1452801061591028,0.4014348016641565,0,0,3.066604419545596,5.915760928719625,STIM1;PTK2B
33,KEGG_2021_Human,Pyrimidine metabolism,1/56,0.1454977112360296,0.4014348016641565,0,0,6.574876033057851,12.673697659564745,DTYMK
34,KEGG_2021_Human,Glutathione metabolism,1/57,0.1478970321920577,0.4014348016641565,0,0,6.457142857142857,12.34114310075991,PGD
35,KEGG_2021_Human,Viral myocarditis,1/60,0.1550553648708816,0.4029630485101835,0,0,6.12788906009245,11.422219957998047,BID
36,KEGG_2021_Human,Endocytosis,2/252,0.1569435031039662,0.4029630485101835,0,0,2.9176296296296296,5.403069006078362,ARF3;VPS26B
37,KEGG_2021_Human,Lysine degradation,1/63,0.1621546270031827,0.405386567507957,0,0,5.83049853372434,10.606871567934109,HADH
38,KEGG_2021_Human,Glycolysis / Gluconeogenesis,1/67,0.1715292490995079,0.4129098074415009,0,0,5.47603305785124,9.654254375843076,ENO2
39,KEGG_2021_Human,Mitophagy,1/68,0.1738567610280003,0.4129098074415009,0,0,5.394029850746269,9.436982152284866,BCL2L1
